-9.362129049134663150e-01 -1.006747370815703091e+00 -1.021745706503944806e+00 -9.790737741623184442e-01 -8.785772520937933372e-01 -7.221372965140312461e-01 -5.136542967024073647e-01 -2.589589322993745002e-01 3.434761098575844773e-02 3.571197849124624346e-01 6.989531926773915327e-01 1.048520193128858802e+00 1.393944327859410581e+00 1.723200700016704889e+00 2.024528279410263476e+00 2.286839454104542924e+00 2.500112026551643662e+00 2.655749275308799451e+00 2.746894664082989657e+00 2.768689250475208308e+00 2.718461779978989856e+00 2.595843781015767959e+00 2.402804622655934974e+00 2.143604363711133498e+00 1.824665205967544557e+00 1.454365355489843914e+00 1.042761982441062329e+00 6.012526424797087765e-01 1.421868789119144216e-01 -3.215583275747969649e-01 -7.770241332798125677e-01 -1.211620386604050914e+00 -1.613564792340488774e+00 -1.972294590862603503e+00 -2.278835536753574420e+00 -2.526114415012082670e+00 -2.709203312562117993e+00 -2.825486299203515017e+00 -2.874741978185300084e+00 -2.859138440218627064e+00 -2.783140382782742783e+00 -2.653331418891705429e+00 -2.478157773534278796e+00 -2.267602531444596892e+00 -2.032802243220921401e+00 -1.785619915824760096e+00 -1.538190121146905120e+00 -1.302453084302988673e+00 -1.089695114778469254e+00 -9.101125950880273319e-01
-1.245713671583746462e+00 -1.338671150827553724e+00 -1.373889190752309197e+00 -1.348836583779184028e+00 -1.263032685044401582e+00 -1.118110828442428595e+00 -9.178070673750978736e-01 -6.678733294792615904e-01 -3.759168310406324487e-01 -5.117033058000486356e-02 2.957995901554762996e-01 6.534366452329722907e-01 1.009579723702939580e+00 1.351875220781544540e+00 1.668202312270035126e+00 1.947095982206050069e+00 2.178152485067748501e+00 2.352402360539479709e+00 2.462637112600677192e+00 2.503677186113588249e+00 2.472570873458321383e+00 2.368716192690317079e+00 2.193900512400878355e+00 1.952255658797870996e+00 1.650129319514370030e+00 1.295876642466840645e+00 8.995789012881610924e-01 4.726988487819148710e-01 2.768480089655173115e-02 -4.224625084986035062e-01 -8.646447667272295634e-01 -1.286126149104796390e+00 -1.674981821163366247e+00 -2.020518381103060257e+00 -2.313650662323164298e+00 -2.547220820367832594e+00 -2.716247671357758797e+00 -2.818096757907569305e+00 -2.852564503227361659e+00 -2.821872969070874149e+00 -2.730575041699785821e+00 -2.585373208511385634e+00 -2.394858330638587329e+00 -2.169177840477606978e+00 -1.919645481839913348e+00 -1.658306960174543265e+00 -1.397477592872879315e+00 -1.149269176243171708e+00 -9.251237697143004368e-01 -7.353719167216585806e-01
-1.556720239011275098e+00 -1.672692293393724272e+00 -1.729204450444475683e+00 -1.723298902413542333e+00 -1.654125054027616004e+00 -1.523011653513711483e+00 -1.333461903877134702e+00 -1.091070482915892370e+00 -8.033642528690094764e-01 -4.795712709183740374e-01 -1.303254138431803044e-01 2.326835990077092409e-01 5.971028564481627443e-01 9.503379201076596061e-01 1.279988594095103682e+00 1.574283177820697821e+00 1.822495437398522933e+00 2.015328971552079462e+00 2.145254662842676741e+00 2.206788463714494331e+00 2.196698817752668287e+00 2.114135488877068703e+00 1.960674377340339447e+00 1.740275940054623049e+00 1.459157992627526212e+00 1.125586834325687402e+00 7.495936862844149173e-01 3.426262519113270066e-01 -8.285231169450368860e-02 -5.138026780188478249e-01 -9.370710299280926581e-01 -1.339856322963100643e+00 -1.710165994448650251e+00 -2.037243289305359362e+00 -2.311950315264503342e+00 -2.527092484217308588e+00 -2.677672089515587217e+00 -2.761061336692970603e+00 -2.777088094124860795e+00 -2.728030852122880212e+00 -2.618522754119619655e+00 -2.455367965382928119e+00 -2.247276944531625631e+00 -2.004530255311427034e+00 -1.738583282659560414e+00 -1.461626492367576802e+00 -1.186117608423518321e+00 -9.243032071542464090e-01 -6.877476961766751939e-01 -4.868874372375066040e-01
-1.857569216080215302e+00 -1.996663452260351690e+00 -2.075085773485651153e+00 -2.089429159278271442e+00 -2.038436094820354150e+00 -1.923080267969808466e+00 -1.746569331993583329e+00 -1.514267462750380933e+00 -1.233539374292823565e+00 -9.135203723342104620e-01 -5.648198112094708900e-01 -1.991678706071059457e-01 1.709822154146921624e-01 5.328825504208138941e-01 8.739343626402222842e-01 1.182131211959456696e+00 1.446485477878317383e+00 1.657422424233442104e+00 1.807127160967172408e+00 1.889831405935453956e+00 1.902029037772225539e+00 1.842611951465201514e+00 1.712920591628543487e+00 1.516706640545458118e+00 1.260008564759769190e+00 9.509439551946765601e-01 5.994257098865447553e-01 2.168119870199131105e-01 -1.844976116769970753e-01 -5.915050796528620314e-01 -9.910801590630218261e-01 -1.370432533226419336e+00 -1.717572646427373506e+00 -2.021744054651316791e+00 -2.273811170299716800e+00 -2.466587836518838728e+00 -2.595094297751967094e+00 -2.656732746021527980e+00 -2.651374621826533939e+00 -2.581356123475658570e+00 -2.451381806876794744e+00 -2.268339610208349288e+00 -2.041033983570100130e+00 -1.779846914848640882e+00 -1.496339399894791367e+00 -1.202808200681397377e+00 -9.118144792992110004e-01 -6.357020188793365278e-01 -3.861231985589131388e-01 -1.735906574586575934e-01
-2.136503631899396183e+00 -2.298347028832948613e+00 -2.398834148341483008e+00 -2.434093605651756587e+00 -2.402431340578450314e+00 -2.304422610956664119e+00 -2.142923569496279601e+00 -1.923000916699713514e+00 -1.651781127300691265e+00 -1.338223736766668726e+00 -9.928260352483017082e-01 -6.272691397574894356e-01 -2.540176996395869802e-01 1.141126545931705066e-01 4.644046583533333328e-01 7.846893059038690943e-01 1.063779847270169832e+00 1.291873867299517809e+00 1.460908447919960107e+00 1.564855008578713624e+00 1.599942530933866625e+00 1.564800428039582858e+00 1.460515223782185013e+00 1.290598359152387742e+00 1.060865721611862877e+00 7.792327797734842632e-01 4.554323738499743146e-01 1.006651420736144331e-01 -2.728048582860217453e-01 -6.520946501102365955e-01 -1.024170680160638058e+00 -1.376323741902991227e+00 -1.696632865145972557e+00 -1.974400874453302368e+00 -2.200545286659446376e+00 -2.367929808380682566e+00 -2.471623851220528856e+00 -2.509080127423338080e+00 -2.480223424795524600e+00 -2.387446973888147195e+00 -2.235516288373481597e+00 -2.031383850145669800e+00 -1.783921391067281981e+00 -1.503579663929097476e+00 -1.201988374901241441e+00 -8.915112603994981288e-01 -5.847730420717371924e-01 -2.941761146596043042e-01 -3.142526672126921827e-02 1.929215167765179761e-01
-2.382149253481100182e+00 -2.565904012041829496e+00 -2.688157825515070432e+00 -2.744567607599621706e+00 -2.732980970843220447e+00 -2.653539117838204398e+00 -2.508698264642347464e+00 -2.303167819519677639e+00 -2.043766601254516591e+00 -1.739201432373278511e+00 -1.399775368508988205e+00 -1.037035514041103390e+00 -6.633727218080487376e-01 -2.915873885709824309e-01 6.556303919100753275e-02 3.958184013406602642e-01 6.878553283440993482e-01 9.316956366982558357e-01 1.119068349126729256e+00 1.243711665926870769e+00 1.301603334409013879e+00 1.291110436688324814e+00 1.213052549157425997e+00 1.070675412144159955e+00 8.695355672506398514e-01 6.172997481600051017e-01 3.234660222537122376e-01 -9.833475231683097562e-04 -3.439847331615136783e-01 -6.928369154253163353e-01 -1.034669432277666390e+00 -1.356918120961386087e+00 -1.647790111085352338e+00 -1.896700833222756177e+00 -2.094666576516542200e+00 -2.234637727183907963e+00 -2.311759990859588498e+00 -2.323553566310096130e+00 -2.270003297610859949e+00 -2.153556172006558356e+00 -1.979026025441083414e+00 -1.753408834457493626e+00 -1.485615377447492058e+00 -1.186131209176658707e+00 -8.666166877836369853e-01 -5.394621140482409594e-01 -2.173147972804265748e-01 8.740401938160680118e-02 3.629740051181781779e-01 5.988242555011795698e-01
-2.583982368642909755e+00 -2.788373425570803477e+00 -2.931662774646786929e+00 -3.009036258865983360e+00 -3.017869529231979264e+00 -2.957842300060195662e+00 -2.830970511757667563e+00 -2.641554324278785781e+00 -2.396042968825920383e+00 -2.102820586841151140e+00 -1.771920166625788218e+00 -1.414675434905316997e+00 -1.043322966791372153e+00 -6.705687480979360959e-01 -3.091348795973389851e-01 2.869700694912480365e-02 3.315287855015667806e-01 5.892588548590367292e-01 7.934496581076192490e-01 9.376358001413344079e-01 1.017560977943578138e+00 1.031334516917074673e+00 9.795012529884115082e-01 8.650217057472163740e-01 6.931628328788815852e-01 4.713030145898007284e-01 2.086581609755107092e-01 -8.406115899825628013e-02 -3.950490172837923808e-01 -7.118451131098880724e-01 -1.021801056349998849e+00 -1.312554522818752289e+00 -1.572493476402592183e+00 -1.791192947258598345e+00 -1.959807817071878677e+00 -2.071406658953099722e+00 -2.121233853772977351e+00 -2.106889876768710312e+00 -2.028422718648133394e+00 -1.888326758721313059e+00 -1.691448916749676457e+00 -1.444805441384866107e+00 -1.157316110782673046e+00 -8.394657933193366839e-01 -5.029061201185414109e-01 -1.600123466659102434e-01 1.765877636292206843e-01 4.944950857043957648e-01 7.820119314293096924e-01 1.028588399281229249e+00
-2.732770069960722914e+00 -2.956123132957790389e+00 -3.119313529449188493e+00 -3.217064580604966917e+00 -3.246274589315142567e+00 -3.206142787708806008e+00 -3.098212985695462773e+00 -2.926332516771078307e+00 -2.696527211977898908e+00 -2.416796273281592189e+00 -2.096833944639056924e+00 -1.747687676579281923e+00 -1.381364939608124232e+00 -1.010402866330776028e+00 -6.474164106294449939e-01 -3.046416422044324057e-01 6.508894546403354298e-03 2.758621545089053329e-01 4.948562522390304030e-01 6.568537179540193671e-01 7.573843591925817353e-01 7.943083088038223050e-01 7.678927861028813640e-01 6.807993104291214514e-01 5.379814644636785603e-01 3.464966814243736204e-01 1.152387968332005963e-01 -1.453988636615790586e-01 -4.239174114479886679e-01 -7.081486687863951524e-01 -9.857174477596439832e-01 -1.244512433230114290e+00 -1.473147867298182589e+00 -1.661398508917567796e+00 -1.800591289476168866e+00 -1.883938670821488248e+00 -1.906800879085535527e+00 -1.866866855646251100e+00 -1.764246835712711015e+00 -1.601472819302953488e+00 -1.383406711058585259e+00 -1.117059439849667157e+00 -8.113277902649329576e-01 -4.766588532947517720e-01 -1.246548090451137791e-01 2.323669199086929593e-01 5.818413519530269973e-01 9.114335622386208202e-01 1.209507902478487384e+00 1.465570779523583278e+00
-2.820965043138846884e+00 -3.061253767477581267e+00 -3.242845973435950047e+00 -3.360018675291768897e+00 -3.409195584502576093e+00 -3.389084938823150761e+00 -3.300735232680558351e+00 -3.147506094450545966e+00 -2.934954708557379721e+00 -2.670641348280212490e+00 -2.363860648283433008e+00 -2.025308086452117795e+00 -1.666693652191895136e+00 -1.300316754205041558e+00 -9.386179817394171288e-01 -5.937243152492729381e-01 -2.770047427645555560e-01 1.347042020252264827e-03 2.326870994737453291e-01 4.102386220666727201e-01 5.293400642127629174e-01 5.876144073727317396e-01 5.850528768050209383e-01 5.240096326992174092e-01 4.091073173041480660e-01 2.470567233492091397e-01 4.639712793409056513e-02 -1.828331164077128257e-01 -4.294834440978202439e-01 -6.817208610189037232e-01 -9.274864225267038798e-01 -1.154961092299179981e+00 -1.353023243799865272e+00 -1.511680319195255029e+00 -1.622458086234914276e+00 -1.678732499794262978e+00 -1.675991324417668960e+00 -1.612015327260266861e+00 -1.486971907317441888e+00 -1.303417370538409781e+00 -1.066207563350791698e+00 -7.823201043972838331e-01 -4.605948693692509810e-01 -1.114025538230964119e-01 2.537460602532784493e-01 6.226351868947048729e-01 9.828067705363294770e-01 1.322033067300959264e+00 1.628780847886153182e+00 1.892649283129206550e+00
-2.843038561087991578e+00 -3.097939304537447036e+00 -3.296115417652601742e+00 -3.431421042281289857e+00 -3.499815894207759737e+00 -3.499515026766970571e+00 -3.431057087683832219e+00 -3.297287944042982311e+00 -3.103259707942646273e+00 -2.856048379891149125e+00 -2.564496416824084246e+00 -2.238889407669656162e+00 -1.890578589696437994e+00 -1.531563062967427946e+00 -1.174047173136871347e+00 -8.299895685420893843e-01 -5.106608517221858934e-01 -2.262265173870718904e-01 1.462899768111913801e-02 2.050228037675861925e-01 3.401262714540330689e-01 4.173401714512983141e-01 4.363853509303340372e-01 3.993052443098471516e-01 3.103798643193317330e-01 1.759542988923518125e-01 4.188021007316300448e-03 -1.952656251474641502e-01 -4.116376866028737536e-01 -6.334652770744797490e-01 -8.490406105203784914e-01 -1.046870228981946038e+00 -1.216126808716263774e+00 -1.347076154070677267e+00 -1.431462886351221986e+00 -1.462839873672095337e+00 -1.436828570910432257e+00 -1.351300066848671433e+00 -1.206469668698512798e+00 -1.004901176486195480e+00 -7.514204833829604135e-01 -4.529416481857027055e-01 -1.182119862707430580e-01 2.425141174410804512e-01 6.178601797245965033e-01 9.957565677535155091e-01 1.363896875038403511e+00 1.710204070686555333e+00 2.023288349805483222e+00 2.292878898999735515e+00
-2.795737748136997602e+00 -3.062690212325018813e+00 -3.275365788246920040e+00 -3.427225771232693674e+00 -3.513783822739418028e+00 -3.532767589766346195e+00 -3.484199783025666797e+00 -3.370395201436736876e+00 -3.195873341733091788e+00 -2.967189422335983817e+00 -2.692689757934854100e+00 -2.382200325319717482e+00 -2.046659948635775716e+00 -1.697711701345597346e+00 -1.347267786096499664e+00 -1.007064244546843623e+00 -6.882223207904217821e-01 -4.008331317408465599e-01 -1.535814877927135780e-01 4.657671582763600604e-02 1.946711015109674481e-01 2.878974438763526322e-01 3.257152452443070612e-01 3.098583189379522373e-01 2.442577731301379118e-01 1.348801534486002707e-01 -1.051322232016915770e-02 -1.826766467432610619e-01 -3.712483119480089466e-01 -5.651624199914655478e-01 -7.530892893013994005e-01 -9.238864982799874781e-01 -1.067043626161508385e+00 -1.173103344910569668e+00 -1.234042480006138476e+00 -1.243598161849538641e+00 -1.197526277578315312e+00 -1.093782026454571898e+00 -9.326153817558564540e-01 -7.165775528613945733e-01 -4.504379956601353707e-01 -1.410150031481763877e-01 2.030737150327745766e-01 5.717309179531004926e-01 9.537578633935247518e-01 1.337275861614228623e+00 1.710174996954999971e+00 2.060572562067096936e+00 2.377263331708747707e+00 2.650144085543311157e+00
-2.678256114978225799e+00 -2.954528107506716239e+00 -3.179408780821814329e+00 -3.346002409516874998e+00 -3.449401220463301776e+00 -3.486858665123191425e+00 -3.457883468520300596e+00 -3.364250542025556179e+00 -3.209927980667346858e+00 -3.000922551646446834e+00 -2.745049196574069761e+00 -2.451632994835838186e+00 -2.131154655030232270e+00 -1.794852812219389193e+00 -1.454298122432363893e+00 -1.120955292803753833e+00 -8.057497177675798650e-01 -5.186552842823833886e-01 -2.683191622755253802e-01 -6.173803538762734355e-02 9.600169921090362379e-02 2.019096532096583685e-01 2.551958056598765956e-01 2.572893292583229297e-01 2.117710093720369668e-01 1.242217223840083040e-01 1.992700063849828229e-03 -1.460936421075070268e-01 -3.101008123674798278e-01 -4.793794998337899682e-01 -6.429974375630320704e-01 -7.901811688767712560e-01 -9.107525025779741323e-01 -9.955426008935196469e-01 -1.036767468922213720e+00 -1.028350076638472332e+00 -9.661763895405299785e-01 -8.482751341220565733e-01 -6.749140815600779275e-01 -4.486088829434567438e-01 -1.740439055641727628e-01 1.420920313312351857e-01 4.913487768667890165e-01 8.638274692791365617e-01 1.248550548486689893e+00 1.633874767060687239e+00 2.007931081278210517e+00 2.359074209138251721e+00 2.676324223097040989e+00 2.949782820908563696e+00
-2.492309758624525085e+00 -2.775064289542032547e+00 -3.009705331164790554e+00 -3.189020830498559000e+00 -3.307712057412730555e+00 -3.362578212415586520e+00 -3.352623457373016258e+00 -3.279082046313910315e+00 -3.145360338738607098e+00 -2.956897649675034323e+00 -2.720951006575317521e+00 -2.446311821754589833e+00 -2.142965135207016036e+00 -1.821704331653068998e+00 -1.493715997705399090e+00 -1.170150788621720395e+00 -8.616967691127344064e-01 -5.781716524178548422e-01 -3.281496843403049479e-01 -1.186376270481891426e-01 4.518756172217425204e-02 1.601691153141786006e-01 2.252814370431748259e-01 2.416572651435712205e-01 2.125298688476868203e-01 1.430924295070891139e-01 4.027999782920321792e-02 -8.751754330987687736e-02 -2.308003613723915715e-01 -3.793479600399970453e-01 -5.226376523111354588e-01 -6.502758209576069426e-01 -7.524250222923523079e-01 -8.202101085718219720e-01 -8.460873253112779491e-01 -8.241617542675738761e-01 -7.504404676616772685e-01 -6.230112580444437942e-01 -4.421397144845914395e-01 -2.102806163680453755e-01 6.799701419699030747e-02 3.861684540690275558e-01 7.359893591736117457e-01 1.107800248114055197e+00 1.490887527086232733e+00 1.873886927832603577e+00 2.245213517095459022e+00 2.593501345547609027e+00 2.908035382093445698e+00 3.179158645022597707e+00
